RawData,FilteredData(graus/s),FilteredData(rad/s),Angles(rad)
1.52439,1.47538,0.0257503,-0.458664
-1.89024,0.802257,0.014002,-0.458594
-1.89024,0.263757,0.00460342,-0.458571
-1.89024,-0.167044,-0.00291546,-0.458585
0.121951,-0.109245,-0.00190668,-0.458595
0.121951,-0.0630055,-0.00109965,-0.458601
0.121951,-0.0260141,-0.000454032,-0.458603
7.31707,1.4426,0.0251782,-0.458477
7.31707,2.6175,0.0456839,-0.458248
7.31707,3.55741,0.0620886,-0.457938
14.3293,5.71178,0.0996894,-0.45744
14.3293,7.43528,0.12977,-0.456791
14.3293,8.81408,0.153835,-0.456022
18.1707,10.6854,0.186496,-0.455089
18.1707,12.1825,0.212624,-0.454026
18.1707,13.3801,0.233527,-0.452858
18.1098,14.3261,0.250037,-0.451608
18.1098,15.0828,0.263244,-0.450292
18.1098,15.6882,0.27381,-0.448923
17.9268,16.1359,0.281625,-0.447515
17.9268,16.4941,0.287876,-0.446075
17.9268,16.7806,0.292877,-0.444611
17.7439,16.9733,0.29624,-0.44313
17.7439,17.1274,0.29893,-0.441635
17.7439,17.2507,0.301082,-0.44013
23.8415,18.5689,0.324088,-0.438509
23.8415,19.6234,0.342493,-0.436797
23.8415,20.467,0.357217,-0.435011
23.2927,21.0321,0.36708,-0.433175
23.2927,21.4842,0.374971,-0.4313
23.2927,21.8459,0.381283,-0.429394
23.2927,22.1353,0.386334,-0.427462
8.29268,19.3668,0.338014,-0.425772
8.29268,17.1519,0.299358,-0.424276
-4.81707,12.7581,0.222672,-0.423162
-4.81707,9.2431,0.161323,-0.422356
-4.81707,6.43107,0.112243,-0.421794
-8.04878,3.5351,0.0616991,-0.421486
-8.04878,1.21832,0.0212637,-0.42138
-8.04878,-0.6351,-0.0110846,-0.421435
-8.04878,-2.11784,-0.0369632,-0.42162
-14.3902,-4.57232,-0.079802,-0.422019
-14.3902,-6.5359,-0.114073,-0.422589
-14.3902,-8.10677,-0.14149,-0.423297
-20.061,-10.4976,-0.183218,-0.424213
-20.061,-12.4103,-0.2166,-0.425296
-20.061,-13.9404,-0.243306,-0.426512
-7.5,-12.6523,-0.220825,-0.427616
-7.5,-11.6219,-0.20284,-0.428631
-7.5,-10.7975,-0.188452,-0.429573
-0.426829,-8.72336,-0.152251,-0.430334
-0.426829,-7.06406,-0.123291,-0.430951
-0.426829,-5.73661,-0.100123,-0.431451
9.57317,-2.67465,-0.0466815,-0.431685
9.57317,-0.225089,-0.00392855,-0.431704
9.57317,1.73456,0.0302738,-0.431553
13.6585,4.11936,0.0718963,-0.431193
13.6585,6.02719,0.105194,-0.430667
13.6585,7.55346,0.131833,-0.430008
12.8049,8.60375,0.150164,-0.429257
12.8049,9.44397,0.164828,-0.428433
12.8049,10.1162,0.17656,-0.42755
6.15854,9.32463,0.162745,-0.426737
6.15854,8.69141,0.151694,-0.425978
6.15854,8.18484,0.142852,-0.425264
-0.54878,6.43811,0.112366,-0.424702
-0.54878,5.04073,0.0879774,-0.424262
-0.54878,3.92283,0.0684663,-0.42392
-1.58537,2.82119,0.0492391,-0.423674
-1.58537,1.93988,0.0338573,-0.423504
-1.58537,1.23483,0.0215519,-0.423397
-1.58537,0.670792,0.0117075,-0.423338
4.02439,1.34151,0.0234138,-0.423221
4.02439,1.87809,0.0327788,-0.423057
4.02439,2.30735,0.0402708,-0.422856
15.6707,4.98002,0.0869178,-0.422421
15.6707,7.11817,0.124235,-0.4218
15.6707,8.82868,0.15409,-0.42103
20.3659,11.1361,0.194362,-0.420058
20.3659,12.9821,0.22658,-0.418925
20.3659,14.4588,0.252354,-0.417663
24.878,16.5427,0.288724,-0.41622
24.878,18.2097,0.31782,-0.41463
24.878,19.5434,0.341097,-0.412925
21.2805,19.8908,0.34716,-0.411189
21.2805,20.1688,0.352011,-0.409429
21.2805,20.3911,0.355892,-0.40765
12.0122,18.7153,0.326644,-0.406016
12.0122,17.3747,0.303246,-0.4045
12.0122,16.3022,0.284527,-0.403078
10,15.0418,0.262528,-0.401765
10,14.0334,0.244929,-0.40054
10,13.2267,0.23085,-0.399386
9.63415,12.5082,0.218309,-0.398294
9.63415,11.9334,0.208277,-0.397253
9.63415,11.4735,0.200251,-0.396252
-0.731707,9.0325,0.157647,-0.395464
-0.731707,7.07965,0.123563,-0.394846
-0.731707,5.51738,0.0962965,-0.394364
-0.731707,4.26756,0.0744831,-0.393992
2.43902,3.90186,0.0681002,-0.393651
2.43902,3.60929,0.062994,-0.393336
5.85366,4.05816,0.0708283,-0.392982
5.85366,4.41726,0.0770958,-0.392597
5.85366,4.70454,0.0821097,-0.392186
5.85366,4.93437,0.0861209,-0.391756
11.2195,6.19139,0.10806,-0.391215
11.2195,7.19702,0.125612,-0.390587
11.2195,8.00152,0.139653,-0.389889
7.9878,7.99877,0.139605,-0.389191
7.9878,7.99658,0.139567,-0.388493
7.9878,7.99483,0.139536,-0.387795
4.14634,7.22513,0.126102,-0.387165
4.14634,6.60937,0.115355,-0.386588
4.14634,6.11677,0.106758,-0.386054
4.08537,5.71049,0.0996668,-0.385556
4.08537,5.38546,0.093994,-0.385086
4.08537,5.12544,0.0894558,-0.384639
7.43902,5.58816,0.0975318,-0.384151
7.43902,5.95833,0.103993,-0.383631
7.43902,6.25447,0.109161,-0.383085
13.1098,7.62553,0.133091,-0.38242
13.1098,8.72237,0.152234,-0.381659
13.1098,9.59985,0.167549,-0.380821
15.7317,10.8262,0.188953,-0.379876
15.7317,11.8073,0.206077,-0.378846
15.7317,12.5922,0.219775,-0.377747
15.9756,13.2689,0.231586,-0.376589
15.9756,13.8102,0.241034,-0.375384
15.9756,14.2433,0.248593,-0.374141
17.3171,14.8581,0.259322,-0.372844
17.3171,15.3499,0.267906,-0.371505
17.3171,15.7433,0.274772,-0.370131
18.1707,16.2288,0.283246,-0.368715
18.1707,16.6172,0.290024,-0.367265
18.1707,16.9279,0.295447,-0.365787
14.1463,16.3716,0.285738,-0.364359
14.1463,15.9265,0.27797,-0.362969
14.1463,15.5705,0.271756,-0.36161
9.81707,14.4198,0.251673,-0.360352
9.81707,13.4993,0.235607,-0.359174
9.81707,12.7628,0.222753,-0.35806
9.02439,12.0151,0.209704,-0.357011
9.02439,11.417,0.199264,-0.356015
9.02439,10.9385,0.190912,-0.35506
10.4268,10.8361,0.189126,-0.354115
10.4268,10.7543,0.187698,-0.353176
10.4268,10.6888,0.186555,-0.352244
10.4268,10.6364,0.18564,-0.351315
6.34146,9.77741,0.170648,-0.350462
6.34146,9.09022,0.158654,-0.349669
-0.792683,7.11364,0.124156,-0.349048
-0.792683,5.53238,0.0965582,-0.348565
5.2439,5.47468,0.0955512,-0.348088
5.2439,5.42853,0.0947456,-0.347614
5.2439,5.3916,0.0941012,-0.347143
-8.35366,2.64255,0.0461212,-0.346913
-8.35366,0.443307,0.00773717,-0.346874
-8.35366,-1.31609,-0.02297,-0.346989
-7.19512,-2.49189,-0.0434917,-0.347206
-7.19512,-3.43254,-0.0599091,-0.347506
-7.19512,-4.18506,-0.073043,-0.347871
-7.19512,-4.78707,-0.0835501,-0.348289
-4.45122,-4.7199,-0.0823778,-0.348701
-4.45122,-4.66616,-0.0814399,-0.349108
-2.13415,-4.15976,-0.0726015,-0.349471
-2.13415,-3.75464,-0.0655308,-0.349799
-2.13415,-3.43054,-0.0598742,-0.350098
-0.365854,-2.8176,-0.0491764,-0.350344
-0.365854,-2.32725,-0.0406182,-0.350547
-0.365854,-1.93497,-0.0337716,-0.350716
-0.365854,-1.62115,-0.0282944,-0.350857
6.40244,-0.0164312,-0.000286778,-0.350859
6.40244,1.26734,0.0221193,-0.350748
6.40244,2.29436,0.0400442,-0.350548
14.8171,4.7989,0.0837567,-0.350129
14.8171,6.80254,0.118727,-0.349535
14.8171,8.40545,0.146703,-0.348802
17.2561,10.1756,0.177597,-0.347914
17.2561,11.5917,0.202313,-0.346902
17.2561,12.7246,0.222086,-0.345792
15.2439,13.2284,0.23088,-0.344638
15.2439,13.6315,0.237915,-0.343448
15.2439,13.954,0.243543,-0.34223
17.561,14.6754,0.256134,-0.34095
17.561,15.2525,0.266207,-0.339619
17.561,15.7142,0.274265,-0.338247
27.561,18.0836,0.315618,-0.336669
27.561,19.979,0.3487,-0.334926
27.561,21.4954,0.375166,-0.33305
27.2561,22.6476,0.395275,-0.331073
27.2561,23.5693,0.411361,-0.329017
27.2561,24.3066,0.424231,-0.326895
24.939,24.4331,0.426438,-0.324763
24.939,24.5343,0.428204,-0.322622
24.939,24.6152,0.429617,-0.320474
29.3902,25.5702,0.446285,-0.318243
29.3902,26.3342,0.459619,-0.315945
29.3902,26.9454,0.470287,-0.313593
33.2927,28.2149,0.492443,-0.311131
33.2927,29.2304,0.510168,-0.30858
33.2927,30.0429,0.524347,-0.305958
36.0976,31.2538,0.545482,-0.303231
36.0976,32.2226,0.56239,-0.300419
36.0976,32.9976,0.575916,-0.297539
25,31.3981,0.547999,-0.294799
25,30.1184,0.525666,-0.292171
25,29.0948,0.507799,-0.289632
3.53659,23.9831,0.418584,-0.287539
3.53659,19.8938,0.347213,-0.285803
3.53659,16.6224,0.290115,-0.284353
3.53659,14.0052,0.244437,-0.28313
-9.7561,9.25295,0.161494,-0.282323
-9.7561,5.45114,0.0951404,-0.281847
-9.7561,2.40969,0.0420571,-0.281637
-11.4024,-0.352733,-0.00615636,-0.281668
-11.4024,-2.56267,-0.0447271,-0.281891
-11.4024,-4.33063,-0.0755837,-0.282269
-5.79268,-4.62304,-0.0806872,-0.282673
-5.79268,-4.85697,-0.0847701,-0.283097
-5.79268,-5.04411,-0.0880363,-0.283537
-0.487805,-4.13285,-0.0721318,-0.283897
-0.487805,-3.40384,-0.0594082,-0.284194
-0.487805,-2.82063,-0.0492293,-0.284441
-3.29268,-2.91504,-0.0508771,-0.284695
-3.29268,-2.99057,-0.0521953,-0.284956
-3.29268,-3.05099,-0.0532499,-0.285222
-4.26829,-3.29445,-0.0574991,-0.28551
-4.26829,-3.48922,-0.0608984,-0.285814
-4.26829,-3.64504,-0.0636179,-0.286132
1.82927,-2.55017,-0.0445089,-0.286355
1.82927,-1.67429,-0.0292218,-0.286501
1.82927,-0.973575,-0.0169921,-0.286586
8.84146,0.989432,0.0172689,-0.2865
8.84146,2.55984,0.0446776,-0.286276
8.84146,3.81616,0.0666046,-0.285943
10.2439,5.10171,0.0890417,-0.285498
10.2439,6.13015,0.106991,-0.284963
10.2439,6.9529,0.121351,-0.284356
14.5122,8.46476,0.147738,-0.283618
14.5122,9.67425,0.168847,-0.282773
14.5122,10.6418,0.185735,-0.281845
19.5732,12.4281,0.216911,-0.28076
19.5732,13.8571,0.241852,-0.279551
19.5732,15.0003,0.261805,-0.278242
17.7439,15.549,0.271382,-0.276885
17.7439,15.988,0.279043,-0.27549
17.7439,16.3392,0.285173,-0.274064
17.7439,16.6201,0.290076,-0.272613
16.0366,16.5034,0.288039,-0.271173
16.0366,16.4101,0.28641,-0.269741
17.3171,16.5915,0.289576,-0.268293
17.3171,16.7366,0.292108,-0.266833
17.3171,16.8527,0.294135,-0.265362
17.3171,16.9456,0.295756,-0.263883
14.4512,16.4467,0.287049,-0.262448
14.4512,16.0476,0.280083,-0.261048
14.4512,15.7283,0.274511,-0.259675
16.0976,15.8022,0.2758,-0.258296
16.0976,15.8612,0.276831,-0.256912
16.0976,15.9085,0.277656,-0.255524
13.8415,15.4951,0.270441,-0.254171
13.8415,15.1644,0.264668,-0.252848
13.8415,14.8998,0.26005,-0.251548
9.26829,13.7735,0.240393,-0.250346
9.26829,12.8725,0.224667,-0.249223
9.26829,12.1516,0.212086,-0.248162
5,10.7213,0.187122,-0.247227
5,9.57704,0.167151,-0.246391
5,8.66163,0.151174,-0.245635
3.96341,7.72199,0.134774,-0.244961
3.96341,6.97027,0.121654,-0.244353
3.96341,6.3689,0.111158,-0.243797
-0.426829,5.00975,0.0874367,-0.24336
-0.426829,3.92244,0.0684595,-0.243017
-0.426829,3.05258,0.0532776,-0.242751
-3.29268,1.78353,0.0311285,-0.242595
-3.29268,0.768288,0.0134092,-0.242528
-3.29268,-0.043906,-0.000766305,-0.242532
-6.82927,-1.40098,-0.0244517,-0.242654
-6.82927,-2.48664,-0.0434,-0.242871
-6.82927,-3.35516,-0.0585586,-0.243164
-7.19512,-4.12315,-0.0719626,-0.243524
-7.19512,-4.73755,-0.0826858,-0.243938
-7.19512,-5.22906,-0.0912644,-0.244394
-4.02439,-4.98813,-0.0870593,-0.244829
-4.02439,-4.79538,-0.0836952,-0.245248
-4.02439,-4.64118,-0.0810039,-0.245653
1.89024,-3.3349,-0.0582049,-0.245944
1.89024,-2.28987,-0.0399658,-0.246143
1.89024,-1.45385,-0.0253744,-0.24627
8.10976,0.458874,0.00800886,-0.24623
8.10976,1.98905,0.0347155,-0.246057
8.10976,3.21319,0.0560808,-0.245776
10,4.57055,0.0797712,-0.245377
10,5.65644,0.0987235,-0.244884
10,6.52515,0.113885,-0.244314
8.53659,6.92744,0.120907,-0.24371
8.53659,7.24927,0.126524,-0.243077
8.53659,7.50673,0.131017,-0.242422
10.3659,8.07856,0.140997,-0.241717
10.3659,8.53602,0.148982,-0.240972
10.3659,8.90198,0.155369,-0.240195
11.2805,9.37768,0.163671,-0.239377
11.2805,9.75825,0.170314,-0.238526
9.45122,9.69684,0.169242,-0.237679
9.45122,9.64772,0.168384,-0.236837
9.45122,9.60842,0.167699,-0.235999
8.04878,9.29649,0.162254,-0.235188
8.04878,9.04695,0.157899,-0.234398
8.04878,8.84731,0.154415,-0.233626
7.19512,8.51688,0.148648,-0.232883
7.19512,8.25252,0.144034,-0.232163
7.19512,8.04104,0.140343,-0.231461
7.13415,7.85966,0.137177,-0.230775
7.13415,7.71456,0.134644,-0.230102
7.13415,7.59848,0.132618,-0.229439
10.061,8.09098,0.141214,-0.228733
10.061,8.48498,0.148091,-0.227992
10.061,8.80018,0.153592,-0.227224
10.6098,9.16209,0.159909,-0.226425
10.6098,9.45163,0.164962,-0.2256
10.6098,9.68325,0.169005,-0.224755
10.1829,9.78319,0.170749,-0.223901
10.1829,9.86313,0.172144,-0.22304
10.1829,9.92709,0.17326,-0.222174
10.2439,9.99045,0.174366,-0.221302
10.2439,10.0411,0.175251,-0.220426
10.2439,10.0817,0.175959,-0.219546
10.2439,10.1141,0.176525,-0.218664
11.1585,10.323,0.180171,-0.217763
11.1585,10.4901,0.183087,-0.216847
10.4268,10.4775,0.182866,-0.215933
10.4268,10.4673,0.182689,-0.21502
10.4268,10.4592,0.182548,-0.214107
5.54878,9.47714,0.165407,-0.21328
5.54878,8.69147,0.151695,-0.212521
5.54878,8.06293,0.140725,-0.211818
5.54878,7.5601,0.131949,-0.211158
-1.82927,5.68223,0.0991736,-0.210662
-1.82927,4.17993,0.0729535,-0.210297
-1.82927,2.97809,0.0519775,-0.210037
-4.69512,1.44345,0.0251929,-0.209911
-4.69512,0.215733,0.00376526,-0.209893
-4.69512,-0.766438,-0.0133769,-0.209959
-6.76829,-1.96681,-0.0343273,-0.210131
-6.76829,-2.92711,-0.0510876,-0.210387
-6.76829,-3.69534,-0.0644959,-0.210709
-7.37805,-4.43188,-0.077351,-0.211096
-7.37805,-5.02112,-0.087635,-0.211534
-7.37805,-5.4925,-0.0958623,-0.212013
-6.82927,-5.75986,-0.100528,-0.212516
-6.82927,-5.97374,-0.104261,-0.213037
-6.82927,-6.14484,-0.107248,-0.213573
-3.10976,-5.53783,-0.0966533,-0.214057
-3.10976,-5.05221,-0.0881777,-0.214498
-3.10976,-4.66372,-0.0813973,-0.214905
2.31707,-3.26756,-0.0570297,-0.21519
2.31707,-2.15064,-0.0375357,-0.215377
2.31707,-1.25709,-0.0219404,-0.215487
5.79268,0.152862,0.00266794,-0.215474
5.79268,1.28083,0.0223546,-0.215362
5.79268,2.1832,0.038104,-0.215172
7.62195,3.27095,0.0570888,-0.214886
7.62195,4.14115,0.0722767,-0.214525
7.62195,4.83731,0.084427,-0.214103
5.79268,5.02838,0.0877619,-0.213664
5.79268,5.18124,0.0904298,-0.213212
5.79268,5.30353,0.0925641,-0.212749
6.15854,5.47453,0.0955486,-0.212271
6.15854,5.61133,0.0979362,-0.211781
6.15854,5.72077,0.0998463,-0.211282
6.15854,5.80833,0.101374,-0.210775
3.41463,5.32959,0.0930189,-0.21031
3.41463,4.9466,0.0863344,-0.209878
3.41463,4.6402,0.0809868,-0.209474
3.17073,4.34631,0.0758574,-0.209094
3.17073,4.11119,0.0717539,-0.208735
3.17073,3.9231,0.068471,-0.208393
2.43902,3.62629,0.0632906,-0.208077
2.43902,3.38883,0.0591463,-0.207781
2.43902,3.19887,0.0558308,-0.207502
-0.792683,2.40056,0.0418977,-0.207292
-0.792683,1.76191,0.0307512,-0.207139
-0.792683,1.25099,0.021834,-0.207029
-0.182927,0.964209,0.0168286,-0.206945
-0.182927,0.734782,0.0128244,-0.206881
-0.182927,0.55124,0.00962096,-0.206833
2.62195,0.965382,0.0168491,-0.206749
2.62195,1.2967,0.0226316,-0.206636
2.62195,1.56175,0.0272576,-0.206499
3.96341,2.04208,0.035641,-0.206321
3.96341,2.42635,0.0423478,-0.206109
3.96341,2.73376,0.0477131,-0.205871
3.96341,2.97969,0.0520054,-0.205611
2.2561,2.83497,0.0494796,-0.205363
2.2561,2.7192,0.047459,-0.205126
2.2561,2.62658,0.0458424,-0.204897
0.365854,2.17443,0.037951,-0.204707
0.365854,1.81272,0.0316379,-0.204549
0.365854,1.52334,0.0265874,-0.204416
-0.487805,1.12111,0.0195671,-0.204318
-0.487805,0.799331,0.013951,-0.204248
-0.487805,0.541904,0.009458,-0.204201
-0.914634,0.250596,0.00437373,-0.204179
-0.914634,0.01755,0.000306305,-0.204178
-0.914634,-0.168887,-0.00294763,-0.204192
-2.43902,-0.622914,-0.0108719,-0.204247
-2.43902,-0.986136,-0.0172113,-0.204333
-2.43902,-1.27671,-0.0222829,-0.204444
-3.29268,-1.67991,-0.0293199,-0.204591
-3.29268,-2.00246,-0.0349496,-0.204766
-3.29268,-2.26051,-0.0394533,-0.204963
-6.15854,-3.04011,-0.05306,-0.205228
-6.15854,-3.6638,-0.0639453,-0.205548
-6.15854,-4.16275,-0.0726536,-0.205911
-3.84146,-4.09849,-0.0715321,-0.206269
-3.84146,-4.04708,-0.0706349,-0.206622
-3.84146,-4.00596,-0.0699172,-0.206972
0.487805,-3.10721,-0.054231,-0.207243
0.487805,-2.3882,-0.041682,-0.207451
0.487805,-1.813,-0.0316429,-0.207609
2.37805,-0.974792,-0.0170133,-0.207694
2.37805,-0.304224,-0.00530971,-0.207721
2.37805,0.23223,0.00405319,-0.207701
2.37805,0.661394,0.0115435,-0.207643
2.92683,1.11448,0.0194514,-0.207546
2.92683,1.47695,0.0257777,-0.207417
2.92683,1.76693,0.0308387,-0.207263
1.64634,1.74281,0.0304178,-0.207111
1.64634,1.72352,0.030081,-0.20696
1.64634,1.70808,0.0298116,-0.206811
-0.54878,1.25671,0.0219337,-0.206701
-0.54878,0.895611,0.0156314,-0.206623
-0.54878,0.606733,0.0105895,-0.20657
-1.95122,0.0951422,0.00166054,-0.206562
-1.95122,-0.31413,-0.00548261,-0.206589
-1.95122,-0.641548,-0.0111971,-0.206645
-1.70732,-0.854702,-0.0149174,-0.20672
-1.70732,-1.02522,-0.0178935,-0.20681
-1.70732,-1.16164,-0.0202745,-0.206911
-1.64634,-1.25858,-0.0219664,-0.207021
-1.64634,-1.33613,-0.0233199,-0.207137
-1.64634,-1.39818,-0.0244028,-0.207259
-4.14634,-1.94781,-0.0339957,-0.207429
-4.14634,-2.38752,-0.04167,-0.207638
-4.14634,-2.73928,-0.0478095,-0.207877
-4.81707,-3.15484,-0.0550623,-0.208152
-4.81707,-3.48729,-0.0608646,-0.208456
-4.81707,-3.75324,-0.0655065,-0.208784
-3.47561,-3.69772,-0.0645373,-0.209107
-3.47561,-3.6533,-0.063762,-0.209425
-3.47561,-3.61776,-0.0631418,-0.209741
-3.59756,-3.61372,-0.0630713,-0.210056
-3.59756,-3.61049,-0.0630149,-0.210372
-3.59756,-3.6079,-0.0629698,-0.210686
-9.26829,-4.73998,-0.0827283,-0.2111
-9.26829,-5.64564,-0.0985351,-0.211593
-9.26829,-6.37017,-0.11118,-0.212149
-14.2073,-7.9376,-0.138537,-0.212841
-14.2073,-9.19154,-0.160423,-0.213643
-12.8659,-9.92641,-0.173248,-0.21451
-12.8659,-10.5143,-0.183509,-0.215427
-12.8659,-10.9846,-0.191718,-0.216386
-10.8537,-10.9584,-0.19126,-0.217342
-10.8537,-10.9375,-0.190895,-0.218297
-10.8537,-10.9207,-0.190602,-0.21925
-9.20732,-10.578,-0.184621,-0.220173
-9.20732,-10.3039,-0.179837,-0.221072
-9.20732,-10.0846,-0.176009,-0.221952
-7.31707,-9.53107,-0.166349,-0.222784
-7.31707,-9.08827,-0.15862,-0.223577
-7.31707,-8.73403,-0.152438,-0.224339
-6.76829,-8.34088,-0.145576,-0.225067
-6.76829,-8.02637,-0.140087,-0.225767
-6.76829,-7.77475,-0.135695,-0.226446
-5.67073,-7.35395,-0.128351,-0.227087
-5.67073,-7.0173,-0.122475,-0.2277
-5.67073,-6.74799,-0.117775,-0.228289
-3.41463,-6.08132,-0.106139,-0.228819
-3.41463,-5.54798,-0.0968305,-0.229304
-3.41463,-5.12131,-0.0893838,-0.22975
-3.41463,-4.77998,-0.0834263,-0.230168
-2.56098,-4.33618,-0.0756806,-0.230546
-2.56098,-3.98114,-0.0694839,-0.230893
-2.0122,-3.58735,-0.062611,-0.231206
-2.0122,-3.27232,-0.0571127,-0.231492
-2.0122,-3.02029,-0.0527141,-0.231756
-3.10976,-3.03819,-0.0530263,-0.232021
-3.10976,-3.0525,-0.0532762,-0.232287
-3.10976,-3.06395,-0.053476,-0.232555
-3.10976,-3.07311,-0.0536359,-0.232823
-11.2195,-4.70239,-0.0820722,-0.233233
-11.2195,-6.00582,-0.104821,-0.233757
-11.2195,-7.04856,-0.12302,-0.234372
-15.7317,-8.78519,-0.15333,-0.235139
-15.7317,-10.1745,-0.177578,-0.236027
-15.7317,-11.2859,-0.196977,-0.237012
-16.1585,-12.2605,-0.213985,-0.238082
-16.1585,-13.0401,-0.227592,-0.23922
-16.1585,-13.6638,-0.238478,-0.240412
-13.9024,-13.7115,-0.239311,-0.241609
-13.9024,-13.7497,-0.239977,-0.242808
-13.9024,-13.7802,-0.240511,-0.244011
-10.3659,-13.0974,-0.228592,-0.245154
-10.3659,-12.5511,-0.219057,-0.246249
-10.3659,-12.114,-0.21143,-0.247306
-8.04878,-11.301,-0.197239,-0.248293
-8.04878,-10.6505,-0.185887,-0.249222
-8.04878,-10.1302,-0.176805,-0.250106
-8.23171,-9.75049,-0.170178,-0.250957
-8.23171,-9.44673,-0.164877,-0.251781
-8.23171,-9.20373,-0.160635,-0.252584
-12.2561,-9.8142,-0.17129,-0.253441
-12.2561,-10.3026,-0.179814,-0.25434
-12.2561,-10.6933,-0.186633,-0.255273
-16.0366,-11.7619,-0.205285,-0.2563
-16.0366,-12.6169,-0.220206,-0.257401
-16.0366,-13.3008,-0.232143,-0.258561
-16.4634,-13.9333,-0.243183,-0.259777
-16.4634,-14.4394,-0.252014,-0.261037
-16.4634,-14.8442,-0.25908,-0.262333
-16.4024,-15.1558,-0.264519,-0.263655
-16.4024,-15.4051,-0.26887,-0.265
-16.4024,-15.6046,-0.272352,-0.266361
-15.061,-15.4959,-0.270454,-0.267714
-15.061,-15.4089,-0.268936,-0.269058
-15.061,-15.3393,-0.267722,-0.270397
-17.8659,-15.8446,-0.276541,-0.27178
-17.8659,-16.2489,-0.283596,-0.273198
-17.8659,-16.5723,-0.289241,-0.274644
-20.1829,-17.2944,-0.301844,-0.276153
-20.1829,-17.8721,-0.311927,-0.277713
-20.1829,-18.3343,-0.319993,-0.279313
-18.1707,-18.3016,-0.319422,-0.28091
-18.1707,-18.2754,-0.318966,-0.282505
-18.1707,-18.2545,-0.3186,-0.284098
-14.8171,-17.567,-0.306602,-0.285631
-14.8171,-17.017,-0.297003,-0.287116
-14.8171,-16.577,-0.289324,-0.288562
-11.1585,-15.4933,-0.270409,-0.289914
-11.1585,-14.6264,-0.255278,-0.291191
-11.1585,-13.9328,-0.243173,-0.292407
-8.78049,-12.9023,-0.225188,-0.293532
-8.78049,-12.078,-0.2108,-0.294586
-8.78049,-11.4185,-0.19929,-0.295583
-7.7439,-10.6836,-0.186463,-0.296515
-7.7439,-10.0956,-0.176202,-0.297396
-7.7439,-9.62528,-0.167993,-0.298236
-8.78049,-9.45632,-0.165044,-0.299061
-8.78049,-9.32116,-0.162685,-0.299875
-8.78049,-9.21302,-0.160798,-0.300679
-11.8293,-9.73627,-0.16993,-0.301529
-11.8293,-10.1549,-0.177236,-0.302415
-11.8293,-10.4898,-0.183081,-0.30333
-12.1341,-10.8186,-0.188821,-0.304274
-12.1341,-11.0817,-0.193413,-0.305241
-12.1341,-11.2922,-0.197086,-0.306227
-10.3659,-11.1069,-0.193853,-0.307196
-10.3659,-10.9587,-0.191266,-0.308152
-10.3659,-10.8402,-0.189196,-0.309098
-7.2561,-10.1233,-0.176686,-0.309982
-7.2561,-9.54989,-0.166677,-0.310815
-7.2561,-9.09113,-0.15867,-0.311608
-7.2561,-8.72413,-0.152265,-0.31237
-5.42683,-8.06467,-0.140755,-0.313074
-5.42683,-7.5371,-0.131547,-0.313731
-15.061,-9.04187,-0.15781,-0.31452
-15.061,-10.2457,-0.178821,-0.315414
-15.061,-11.2088,-0.19563,-0.316393
-19.6341,-12.8938,-0.22504,-0.317518
-19.6341,-14.2419,-0.248568,-0.318761
-19.6341,-15.3203,-0.26739,-0.320098
-19.6341,-16.1831,-0.282448,-0.32151
-28.4146,-18.6294,-0.325145,-0.323136
-28.4146,-20.5865,-0.359301,-0.324932
-28.4146,-22.1521,-0.386627,-0.326865
-28.4146,-23.4046,-0.408487,-0.328908
-28.4146,-24.4066,-0.425976,-0.331037
-28.4146,-25.2082,-0.439966,-0.333237
-24.3902,-25.0446,-0.437111,-0.335423
-24.3902,-24.9137,-0.434827,-0.337597
-24.3902,-24.809,-0.432999,-0.339762
-23.3537,-24.518,-0.427919,-0.341902
-23.3537,-24.2851,-0.423855,-0.344021
-25.3049,-24.4891,-0.427415,-0.346158
-25.3049,-24.6522,-0.430262,-0.348309
-25.3049,-24.7828,-0.432541,-0.350472
-25.3049,-24.8872,-0.434363,-0.352644
-25.6098,-25.0317,-0.436885,-0.354828
-25.6098,-25.1473,-0.438903,-0.357023
-25.6098,-25.2398,-0.440518,-0.359225
-23.9024,-24.9723,-0.435849,-0.361405
-23.9024,-24.7583,-0.432115,-0.363565
-23.9024,-24.5872,-0.429127,-0.365711
-23.0488,-24.2795,-0.423757,-0.36783
-23.0488,-24.0333,-0.419461,-0.369927
-23.0488,-23.8364,-0.416024,-0.372007
-21.7073,-23.4106,-0.408592,-0.37405
-21.7073,-23.07,-0.402647,-0.376063
-20.3659,-22.5291,-0.393208,-0.378029
-20.3659,-22.0965,-0.385656,-0.379957
-20.3659,-21.7504,-0.379615,-0.381856
-18.9024,-21.1808,-0.369674,-0.383704
-18.9024,-20.7251,-0.361721,-0.385513
-18.9024,-20.3606,-0.355359,-0.387289
-18.9024,-20.0689,-0.350269,-0.389041
-17.8659,-19.6283,-0.342579,-0.390754
-17.8659,-19.2758,-0.336427,-0.392436
-17.8659,-18.9938,-0.331505,-0.394093
-17.439,-18.6829,-0.326078,-0.395724
-17.439,-18.4341,-0.321736,-0.397332
-17.6829,-18.2839,-0.319114,-0.398928
-17.6829,-18.1637,-0.317016,-0.400513
-19.7561,-18.4822,-0.322575,-0.402126
-19.7561,-18.737,-0.327021,-0.403761
-19.7561,-18.9408,-0.330579,-0.405414
