RawData,FilteredData(graus/s),FilteredData(rad/s),Angles(rad)
-191.28,-191.581,-3.34372,-1.57469
-191.28,-191.521,-3.34267,-1.5914
-191.28,-191.473,-3.34183,-1.60811
-191.28,-191.434,-3.34116,-1.62482
-192.439,-191.635,-3.34467,-1.64154
-192.439,-191.796,-3.34747,-1.65828
-192.439,-191.925,-3.34972,-1.67503
-194.939,-192.528,-3.36024,-1.69183
-194.939,-193.01,-3.36866,-1.70867
-198.476,-194.103,-3.38774,-1.72561
-198.476,-194.978,-3.403,-1.74262
-198.476,-195.677,-3.41521,-1.7597
-204.939,-197.53,-3.44754,-1.77694
-204.939,-199.011,-3.4734,-1.7943
-208.598,-200.929,-3.50687,-1.81184
-208.598,-202.462,-3.53364,-1.82951
-208.598,-203.689,-3.55505,-1.84728
-208.598,-204.671,-3.57218,-1.86514
-213.902,-206.517,-3.60441,-1.88316
-213.902,-207.994,-3.63019,-1.90132
-214.817,-209.359,-3.654,-1.91959
-214.817,-210.451,-3.67305,-1.93795
-214.817,-211.324,-3.6883,-1.95639
-213.72,-211.803,-3.69666,-1.97488
-213.72,-212.186,-3.70335,-1.99339
-213.72,-212.493,-3.7087,-2.01194
-210.915,-212.177,-3.70319,-2.03045
-210.915,-211.925,-3.69878,-2.04895
-208.537,-211.247,-3.68696,-2.06738
-208.537,-210.705,-3.6775,-2.08577
-208.537,-210.271,-3.66993,-2.10412
-205.854,-209.388,-3.65451,-2.12239
-205.854,-208.681,-3.64217,-2.1406
-205.122,-207.969,-3.62975,-2.15875
-205.122,-207.4,-3.61981,-2.17685
-205.122,-206.944,-3.61186,-2.19491
-205.732,-206.702,-3.60762,-2.21295
-205.732,-206.508,-3.60424,-2.23097
-205.732,-206.352,-3.60153,-2.24898
-207.5,-206.582,-3.60554,-2.267
-207.5,-206.766,-3.60874,-2.28505
-207.5,-206.912,-3.6113,-2.3031
-210,-207.53,-3.62208,-2.32121
-210,-208.024,-3.6307,-2.33937
-210,-208.419,-3.6376,-2.35756
-212.378,-209.211,-3.65142,-2.37581
-212.378,-209.844,-3.66248,-2.39412
-212.317,-210.339,-3.67111,-2.41248
-212.317,-210.735,-3.67801,-2.43087
-212.317,-211.051,-3.68354,-2.44929
-210.915,-211.024,-3.68306,-2.4677
-210.915,-211.002,-3.68268,-2.48612
-210.915,-210.984,-3.68237,-2.50453
-208.659,-210.519,-3.67425,-2.5229
-208.659,-210.147,-3.66776,-2.54124
-208.659,-209.849,-3.66256,-2.55955
-205.305,-208.941,-3.6467,-2.57778
-203.902,-207.933,-3.62911,-2.59593
-203.902,-207.127,-3.61504,-2.61401
-202.744,-206.25,-3.59975,-2.632
-202.744,-205.549,-3.58751,-2.64994
-202.744,-204.988,-3.57771,-2.66783
-202.439,-204.478,-3.56882,-2.68567
-202.439,-204.07,-3.5617,-2.70348
-202.439,-203.744,-3.556,-2.72126
-202.439,-203.483,-3.55145,-2.73902
-202.378,-203.262,-3.54759,-2.75676
-202.378,-203.085,-3.54451,-2.77448
-203.354,-203.139,-3.54544,-2.79221
-203.354,-203.182,-3.54619,-2.80994
-203.354,-203.216,-3.54679,-2.82767
-203.902,-203.353,-3.54919,-2.84542
-203.902,-203.463,-3.5511,-2.86317
-203.902,-203.551,-3.55264,-2.88094
-203.902,-203.621,-3.55386,-2.89871
-205.671,-204.031,-3.56102,-2.91651
-205.671,-204.359,-3.56674,-2.93435
-205.671,-204.621,-3.57132,-2.9522
-206.585,-205.014,-3.57817,-2.97009
-206.585,-205.328,-3.58366,-2.98801
-206.585,-205.58,-3.58805,-3.00595
-206.098,-205.683,-3.58985,-3.0239
-206.098,-205.766,-3.5913,-3.04186
-206.098,-205.832,-3.59245,-3.05982
-202.561,-205.178,-3.58103,-3.07772
-201.037,-204.35,-3.56658,-3.09556
-201.037,-203.687,-3.55501,-3.11333
-201.037,-203.157,-3.54576,-3.13106
-198.354,-202.196,-3.52899,3.13448
-198.354,-201.428,-3.51558,3.1169
-198.354,-200.813,-3.50485,3.09938
-198.354,-200.321,-3.49626,3.0819
-194.573,-199.172,-3.4762,3.06451
-194.573,-198.252,-3.46015,3.04721
-194.573,-197.516,-3.44731,3.02998
-191.402,-196.293,-3.42597,3.01285
-191.402,-195.315,-3.40889,2.9958
-190.122,-194.277,-3.39077,2.97885
-190.122,-193.446,-3.37626,2.96197
-187.561,-192.269,-3.35572,2.94519
-187.561,-191.327,-3.33929,2.92849
-187.561,-190.574,-3.32614,2.91186
-185.061,-189.471,-3.3069,2.89533
-185.061,-188.589,-3.2915,2.87887
-185.061,-187.884,-3.27919,2.86247
-182.317,-186.77,-3.25976,2.84618
-182.317,-185.88,-3.24421,2.82995
-182.317,-185.167,-3.23178,2.8138
-178.049,-183.743,-3.20693,2.79776
-178.049,-182.605,-3.18705,2.78183
-178.049,-181.693,-3.17115,2.76597
-172.439,-179.843,-3.13884,2.75028
-172.439,-178.362,-3.113,2.73471
-170.549,-176.799,-3.08573,2.71928
-170.549,-175.549,-3.06391,2.70396
-169.817,-174.403,-3.0439,2.68874
-169.817,-173.486,-3.02789,2.6736
-169.817,-172.752,-3.01509,2.65853
-168.72,-171.945,-3.00101,2.64352
-168.72,-171.3,-2.98975,2.62857
-168.72,-170.784,-2.98074,2.61367
-168.72,-170.371,-2.97354,2.5988
-168.963,-170.09,-2.96862,2.58396
-168.963,-169.864,-2.96469,2.56914
-168.963,-169.684,-2.96155,2.55433
-169.451,-169.638,-2.96073,2.53952
-169.451,-169.6,-2.96008,2.52472
-169.451,-169.57,-2.95956,2.50993
-169.146,-169.486,-2.95808,2.49514
-168.963,-169.381,-2.95626,2.48035
-168.963,-169.298,-2.9548,2.46558
-168.963,-169.231,-2.95363,2.45081
-167.683,-168.921,-2.94823,2.43607
-167.683,-168.674,-2.94391,2.42135
-167.683,-168.475,-2.94045,2.40665
-164.695,-167.719,-2.92726,2.39201
-164.695,-167.115,-2.9167,2.37743
-164.695,-166.631,-2.90825,2.36289
-162.073,-165.719,-2.89234,2.34843
-162.073,-164.99,-2.87962,2.33403
-162.073,-164.407,-2.86944,2.31968
-160.122,-163.55,-2.85448,2.30541
-160.122,-162.864,-2.84252,2.2912
-160.122,-162.316,-2.83294,2.27703
-156.768,-161.206,-2.81358,2.26296
-156.768,-160.319,-2.79809,2.24897
-156.768,-159.609,-2.78569,2.23504
-150.549,-157.797,-2.75407,2.22127
-149.085,-156.054,-2.72366,2.20766
-149.085,-154.661,-2.69934,2.19416
-149.085,-153.546,-2.67987,2.18076
-146.646,-152.166,-2.65579,2.16748
-146.646,-151.062,-2.63653,2.1543
-146.646,-150.179,-2.62111,2.14119
-146.646,-149.472,-2.60878,2.12815
-144.573,-148.492,-2.59168,2.11519
-144.573,-147.709,-2.578,2.1023
-144.573,-147.081,-2.56706,2.08947
-144.146,-146.494,-2.55681,2.07668
-144.146,-146.025,-2.54861,2.06394
-144.146,-145.649,-2.54206,2.05123
-144.146,-145.349,-2.53681,2.03854
-144.146,-145.108,-2.53261,2.02588
-142.805,-144.647,-2.52457,2.01326
-142.805,-144.279,-2.51814,2.00067
-142.805,-143.984,-2.513,1.9881
-141.463,-143.48,-2.5042,1.97558
-141.463,-143.077,-2.49716,1.9631
-141.463,-142.754,-2.49153,1.95064
-139.695,-142.142,-2.48085,1.93823
-139.695,-141.653,-2.47231,1.92587
-139.695,-141.261,-2.46547,1.91354
-137.378,-140.485,-2.45192,1.90129
-137.012,-139.79,-2.4398,1.88909
-137.012,-139.235,-2.4301,1.87694
-137.012,-138.79,-2.42234,1.86482
-136.037,-138.239,-2.41273,1.85276
-136.037,-137.799,-2.40504,1.84073
-136.037,-137.446,-2.39889,1.82874
-134.878,-136.933,-2.38993,1.81679
-134.878,-136.522,-2.38275,1.80488
-134.878,-136.193,-2.37702,1.79299
-134.634,-135.881,-2.37158,1.78113
-134.634,-135.632,-2.36722,1.7693
-134.634,-135.432,-2.36374,1.75748
-133.598,-135.065,-2.35734,1.74569
-133.598,-134.772,-2.35221,1.73393
-133.598,-134.537,-2.34811,1.72219
-132.256,-134.081,-2.34015,1.71049
-132.256,-133.716,-2.33378,1.69882
-131.707,-133.314,-2.32677,1.68719
-131.707,-132.993,-2.32116,1.67558
-131.707,-132.736,-2.31667,1.664
-131.341,-132.457,-2.31181,1.65244
-131.341,-132.234,-2.30791,1.6409
-131.341,-132.055,-2.3048,1.62938
-130.427,-131.73,-2.29912,1.61788
-130.427,-131.469,-2.29457,1.60641
-128.537,-130.883,-2.28433,1.59499
-128.537,-130.413,-2.27614,1.5836
-128.537,-130.038,-2.26959,1.57226
-126.707,-129.372,-2.25797,1.56097
-126.707,-128.839,-2.24866,1.54972
-126.707,-128.413,-2.24122,1.53852
-125.244,-127.779,-2.23016,1.52737
-125.244,-127.272,-2.22131,1.51626
-125.244,-126.866,-2.21423,1.50519
-123.841,-126.261,-2.20368,1.49417
-123.841,-125.777,-2.19523,1.48319
-123.841,-125.39,-2.18847,1.47225
-123.354,-124.983,-2.18136,1.46135
-123.354,-124.657,-2.17568,1.45047
-123.354,-124.396,-2.17113,1.43961
-122.317,-123.98,-2.16387,1.42879
-122.317,-123.648,-2.15806,1.418
-121.707,-123.26,-2.15129,1.40725
-121.707,-122.949,-2.14587,1.39652
-121.707,-122.701,-2.14153,1.38581
-120.793,-122.319,-2.13487,1.37513
-120.793,-122.014,-2.12954,1.36449
-120.793,-121.77,-2.12528,1.35386
-118.963,-121.208,-2.11549,1.34328
-118.963,-120.759,-2.10765,1.33274
-118.963,-120.4,-2.10138,1.32224
-115.549,-119.43,-2.08445,1.31182
-115.549,-118.654,-2.0709,1.30146
-114.085,-117.74,-2.05495,1.29119
-114.085,-117.009,-2.04219,1.28097
-114.085,-116.424,-2.03199,1.27081
-111.768,-115.493,-2.01574,1.26074
-111.768,-114.748,-2.00273,1.25072
-111.768,-114.152,-1.99233,1.24076
-109.024,-113.127,-1.97443,1.23089
-109.024,-112.306,-1.96011,1.22109
-108.171,-111.479,-1.94568,1.21136
-108.171,-110.817,-1.93413,1.20169
-108.171,-110.288,-1.92489,1.19206
-106.89,-109.609,-1.91303,1.1825
-106.89,-109.065,-1.90354,1.17298
-106.89,-108.63,-1.89595,1.1635
-105.61,-108.026,-1.88541,1.15408
-105.61,-107.543,-1.87697,1.14469
-105.61,-107.156,-1.87023,1.13534
-104.573,-106.64,-1.86121,1.12603
-104.573,-106.226,-1.854,1.11676
-103.537,-105.688,-1.84461,1.10754
-103.537,-105.258,-1.8371,1.09835
-103.537,-104.914,-1.83109,1.0892
-102.073,-104.346,-1.82117,1.08009
-102.073,-103.891,-1.81324,1.07103
-102.073,-103.528,-1.8069,1.06199
-101.28,-103.078,-1.79905,1.053
-101.28,-102.719,-1.79278,1.04403
-101.28,-102.431,-1.78776,1.03509
-100.671,-102.079,-1.78161,1.02619
-100.671,-101.797,-1.7767,1.0173
-100.671,-101.572,-1.77277,1.00844
-100.488,-101.355,-1.76898,0.999594
-100.488,-101.182,-1.76595,0.990764
-100.366,-101.019,-1.76311,0.981949
-100.366,-100.888,-1.76083,0.973145
-100.366,-100.784,-1.759,0.96435
-100.305,-100.688,-1.75733,0.955563
-100.305,-100.611,-1.756,0.946783
-100.305,-100.55,-1.75493,0.938008
-99.6341,-100.367,-1.75173,0.92925
-99.6341,-100.22,-1.74917,0.920504
-99.6341,-100.103,-1.74713,0.911768
-98.5366,-99.7898,-1.74166,0.90306
-98.5366,-99.5391,-1.73729,0.894374
-98.5366,-99.3386,-1.73379,0.885705
-95.4878,-98.5685,-1.72034,0.877103
-95.4878,-97.9523,-1.70959,0.868555
-93.6585,-97.0936,-1.6946,0.860082
-93.6585,-96.4066,-1.68261,0.851669
-93.6585,-95.857,-1.67302,0.843304
-91.0366,-94.8929,-1.65619,0.835023
-91.0366,-94.1216,-1.64273,0.826809
-91.0366,-93.5046,-1.63196,0.818649
-88.2927,-92.4622,-1.61377,0.810581
-88.2927,-91.6283,-1.59922,0.802584
-88.2927,-90.9612,-1.58757,0.794647
-85.4268,-89.8543,-1.56825,0.786805
-85.4268,-88.9688,-1.5528,0.779041
-85.4268,-88.2604,-1.54043,0.771339
-83.5366,-87.3157,-1.52395,0.763719
-83.5366,-86.5598,-1.51075,0.756166
-83.5366,-85.9552,-1.5002,0.748665
-81.4024,-85.0446,-1.48431,0.741243
-81.4024,-84.3162,-1.4716,0.733885
-81.4024,-83.7334,-1.46142,0.726578
-79.3902,-82.8648,-1.44626,0.719347
-79.3902,-82.1699,-1.43414,0.712176
-79.3902,-81.614,-1.42443,0.705054
-79.3902,-81.1692,-1.41667,0.69797
-76.8902,-80.3134,-1.40173,0.690962
-76.8902,-79.6288,-1.38978,0.684013
-76.7073,-79.0445,-1.37959,0.677115
-76.7073,-78.5771,-1.37143,0.670258
-76.8293,-78.2275,-1.36533,0.663431
-76.8293,-77.9479,-1.36045,0.656629
-76.8293,-77.7241,-1.35654,0.649846
-76.9512,-77.5696,-1.35384,0.643077
-76.9512,-77.4459,-1.35169,0.636319
-76.9512,-77.347,-1.34996,0.629569
-76.9512,-77.2678,-1.34858,0.622826
-77.5,-77.3142,-1.34939,0.616079
-77.5,-77.3514,-1.35004,0.609329
-77.5,-77.3811,-1.35056,0.602576
-78.5976,-77.6244,-1.3548,0.595802
-78.5976,-77.819,-1.3582,0.589011
-78.5976,-77.9747,-1.36092,0.582206
-80.4878,-78.4774,-1.36969,0.575358
-80.4878,-78.8794,-1.37671,0.568474
-81.5854,-79.4206,-1.38615,0.561544
-81.5854,-79.8536,-1.39371,0.554575
-81.5854,-80.1999,-1.39975,0.547576
-81.5854,-80.477,-1.40459,0.540553
-82.439,-80.8694,-1.41144,0.533496
-82.439,-81.1833,-1.41692,0.526412
-82.439,-81.4345,-1.4213,0.519305
-83.2317,-81.7939,-1.42757,0.512167
-83.2317,-82.0815,-1.43259,0.505004
-83.2317,-82.3115,-1.43661,0.497821
-82.6829,-82.3858,-1.4379,0.490632
-82.6829,-82.4452,-1.43894,0.483437
-82.6829,-82.4928,-1.43977,0.476238
-80.061,-82.0064,-1.43128,0.469082
-79.5732,-81.5198,-1.42279,0.461968
-79.5732,-81.1304,-1.41599,0.454888
-79.5732,-80.819,-1.41056,0.447835
-77.5,-80.1552,-1.39897,0.44084
-77.5,-79.6242,-1.3897,0.433892
-77.5,-79.1993,-1.38229,0.42698
-75.122,-78.3838,-1.36806,0.42014
-75.122,-77.7315,-1.35667,0.413357
-75.122,-77.2096,-1.34756,0.406619
-72.7439,-76.3164,-1.33197,0.399959
-72.7439,-75.6019,-1.3195,0.393361
-72.7439,-75.0303,-1.30953,0.386814
-70,-74.0243,-1.29197,0.380354
-70,-73.2194,-1.27792,0.373964
-69.0244,-72.3804,-1.26328,0.367648
-69.0244,-71.7092,-1.25156,0.36139
-69.0244,-71.1722,-1.24219,0.355179
-68.1098,-70.5597,-1.2315,0.349022
-68.1098,-70.0697,-1.22295,0.342907
-68.1098,-69.6777,-1.21611,0.336827
-67.3171,-69.2056,-1.20787,0.330787
-67.3171,-68.8279,-1.20127,0.324781
-67.3171,-68.5257,-1.196,0.318801
-66.5854,-68.1377,-1.18923,0.312855
-66.5854,-67.8272,-1.18381,0.306936
-66.5854,-67.5788,-1.17947,0.301038
-66.8293,-67.4289,-1.17686,0.295154
-66.8293,-67.309,-1.17476,0.28928
-66.8293,-67.213,-1.17309,0.283415
-67.5,-67.2704,-1.17409,0.277544
-67.5,-67.3164,-1.17489,0.27167
-67.5,-67.3531,-1.17553,0.265792
-68.2927,-67.541,-1.17881,0.259898
-68.2927,-67.6913,-1.18144,0.253991
-68.2927,-67.8116,-1.18354,0.248073
-69.6341,-68.1761,-1.1899,0.242124
-69.6341,-68.4677,-1.19499,0.236149
-69.6341,-68.701,-1.19906,0.230154
-71.7073,-69.3023,-1.20955,0.224106
-71.7073,-69.7833,-1.21795,0.218016
-71.7073,-70.1681,-1.22466,0.211893
-73.7195,-70.8784,-1.23706,0.205707
-73.7195,-71.4466,-1.24698,0.199472
-73.7195,-71.9012,-1.25491,0.193198
-73.7195,-72.2648,-1.26126,0.186892
-76.4024,-73.0924,-1.2757,0.180513
-76.4024,-73.7544,-1.28726,0.174077
-76.4024,-74.284,-1.2965,0.167594
-77.439,-74.915,-1.30751,0.161057
-77.439,-75.4198,-1.31632,0.154475
-77.561,-75.848,-1.3238,0.147856
-77.561,-76.1906,-1.32978,0.141207
-77.561,-76.4647,-1.33456,0.134534
-77.561,-76.684,-1.33839,0.127843
-78.1098,-76.9691,-1.34336,0.121126
-78.1098,-77.1972,-1.34735,0.114389
-78.1098,-77.3797,-1.35053,0.107636
-78.1707,-77.5379,-1.35329,0.10087
-78.1707,-77.6645,-1.3555,0.0940924
-78.1707,-77.7657,-1.35727,0.087306
-77.561,-77.7248,-1.35655,0.0805232
-77.561,-77.692,-1.35598,0.0737433
-77.561,-77.6658,-1.35552,0.0669657
-77.1341,-77.5595,-1.35367,0.0601974
-77.1341,-77.4744,-1.35218,0.0534365
-77.561,-77.4917,-1.35249,0.046674
-77.561,-77.5056,-1.35273,0.0399104
-77.561,-77.5167,-1.35292,0.0331458
-77.561,-77.5255,-1.35308,0.0263804
-78.0488,-77.6302,-1.3549,0.0196059
-78.0488,-77.7139,-1.35636,0.0128241
-78.0488,-77.7809,-1.35753,0.00603642
-78.5976,-77.9442,-1.36038,-0.000765496
-78.5976,-78.0749,-1.36266,-0.00757881
-78.5976,-78.1794,-1.36449,-0.0144013
-79.1463,-78.3728,-1.36786,-0.0212406
-79.1463,-78.5275,-1.37056,-0.0280934
-79.1463,-78.6513,-1.37272,-0.034957
-79.2073,-78.7625,-1.37466,-0.0418303
-79.2073,-78.8515,-1.37622,-0.0487114
-79.2073,-78.9226,-1.37746,-0.0555987
-79.7561,-79.0893,-1.38037,-0.0625006
-79.7561,-79.2227,-1.3827,-0.069414
-80.7927,-79.5367,-1.38818,-0.0763549
-80.7927,-79.7879,-1.39256,-0.0833177
-80.7927,-79.9888,-1.39607,-0.0902981
-81.7073,-80.3325,-1.40207,-0.0973084
-81.7073,-80.6075,-1.40687,-0.104343
-81.7073,-80.8275,-1.41071,-0.111396
-83.1707,-81.2961,-1.41888,-0.118491
-83.1707,-81.671,-1.42543,-0.125618
-83.1707,-81.971,-1.43066,-0.132771
-83.1707,-82.2109,-1.43485,-0.139945
-86.6463,-83.098,-1.45033,-0.147197
-86.6463,-83.8077,-1.46272,-0.154511
-87.8659,-84.6193,-1.47689,-0.161895
-87.8659,-85.2686,-1.48822,-0.169336
-87.8659,-85.7881,-1.49728,-0.176823
-89.2073,-86.4719,-1.50922,-0.184369
-89.2073,-87.019,-1.51877,-0.191963
-89.2073,-87.4567,-1.52641,-0.199595
-90.7317,-88.1117,-1.53784,-0.207284
-90.7317,-88.6357,-1.54698,-0.215019
-90.7317,-89.0549,-1.5543,-0.22279
-92.3171,-89.7073,-1.56569,-0.230619
-92.3171,-90.2293,-1.5748,-0.238493
-92.3171,-90.6468,-1.58209,-0.246403
-93.7805,-91.2736,-1.59302,-0.254368
-93.7805,-91.7749,-1.60178,-0.262377
-93.7805,-92.1761,-1.60878,-0.270421
-94.6341,-92.6677,-1.61736,-0.278508
-94.6341,-93.061,-1.62422,-0.286629
-94.6341,-93.3756,-1.62971,-0.294777
-95.3659,-93.7737,-1.63666,-0.302961
-95.3659,-94.0921,-1.64222,-0.311172
-95.5488,-94.3834,-1.6473,-0.319408
-95.5488,-94.6165,-1.65137,-0.327665
-95.5488,-94.803,-1.65462,-0.335938
-95.3659,-94.9155,-1.65659,-0.344221
-95.3659,-95.0056,-1.65816,-0.352512
-95.3659,-95.0777,-1.65942,-0.360809
-95.061,-95.0743,-1.65936,-0.369106
-95.061,-95.0716,-1.65931,-0.377402
-95.061,-95.0695,-1.65928,-0.385699
-95.3659,-95.1288,-1.66031,-0.394
-95.3659,-95.1762,-1.66114,-0.402306
-95.3659,-95.2141,-1.6618,-0.410615
-96.0976,-95.3908,-1.66488,-0.418939
-96.0976,-95.5322,-1.66735,-0.427276
-96.0976,-95.6452,-1.66932,-0.435623
-97.561,-96.0284,-1.67601,-0.444003
-97.561,-96.3349,-1.68136,-0.45241
-97.561,-96.5801,-1.68564,-0.460838
-98.9024,-97.0446,-1.69375,-0.469307
-98.9024,-97.4162,-1.70023,-0.477808
-98.9024,-97.7134,-1.70542,-0.486335
-99.939,-98.1585,-1.71319,-0.494901
-99.939,-98.5146,-1.7194,-0.503498
-99.939,-98.7995,-1.72438,-0.51212
-100.488,-99.1372,-1.73027,-0.520771
-100.488,-99.4073,-1.73498,-0.529446
-100.488,-99.6234,-1.73876,-0.53814
-102.012,-100.101,-1.74709,-0.546875
-102.012,-100.483,-1.75377,-0.555644
-102.805,-100.948,-1.76187,-0.564453
-102.805,-101.319,-1.76835,-0.573295
-102.805,-101.616,-1.77354,-0.582163
-103.354,-101.964,-1.7796,-0.591061
-103.354,-102.242,-1.78445,-0.599983
-103.354,-102.464,-1.78834,-0.608925
-103.415,-102.654,-1.79165,-0.617883
-103.415,-102.806,-1.79431,-0.626855
-103.415,-102.928,-1.79643,-0.635837
-102.378,-102.818,-1.79451,-0.644809
-102.378,-102.73,-1.79298,-0.653774
-102.378,-102.66,-1.79175,-0.662733
-101.098,-102.347,-1.7863,-0.671665
-101.098,-102.097,-1.78193,-0.680574
-101.098,-101.897,-1.77844,-0.689466
-100,-101.518,-1.77182,-0.698326
-100,-101.214,-1.76652,-0.707158
-100,-100.971,-1.76228,-0.71597
-100.122,-100.802,-1.75932,-0.724766
-100.122,-100.666,-1.75695,-0.733551
-100.122,-100.557,-1.75505,-0.742326
-101.463,-100.738,-1.75821,-0.751117
-101.463,-100.883,-1.76074,-0.759921
-101.463,-100.999,-1.76277,-0.768735
-101.463,-101.092,-1.76439,-0.777557
-103.78,-101.63,-1.77377,-0.786426
-103.78,-102.06,-1.78128,-0.795332
-103.78,-102.404,-1.78729,-0.804268
-105.61,-103.045,-1.79848,-0.813261
-105.61,-103.558,-1.80743,-0.822298
-105.61,-103.968,-1.81459,-0.831371
-106.159,-104.406,-1.82224,-0.840482
-106.159,-104.757,-1.82835,-0.849624
-106.28,-105.062,-1.83367,-0.858792
-106.28,-105.305,-1.83793,-0.867982
-106.28,-105.5,-1.84133,-0.877189
-106.28,-105.656,-1.84405,-0.886409
-104.329,-105.391,-1.83942,-0.895606
-104.329,-105.179,-1.83571,-0.904784
-104.329,-105.009,-1.83275,-0.913948
-102.622,-104.531,-1.82442,-0.92307
-102.622,-104.15,-1.81775,-0.932159
-102.195,-103.759,-1.81093,-0.941214
-102.195,-103.446,-1.80547,-0.950241
-102.195,-103.196,-1.80111,-0.959247
-101.341,-102.825,-1.79463,-0.96822
-101.341,-102.528,-1.78946,-0.977167
-101.341,-102.291,-1.78531,-0.986094
-101.768,-102.186,-1.78349,-0.995011
-101.768,-102.103,-1.78203,-1.00392
-102.5,-102.182,-1.78342,-1.01284
-102.5,-102.246,-1.78453,-1.02176
-103.537,-102.504,-1.78903,-1.03071
-103.537,-102.71,-1.79264,-1.03967
-103.537,-102.876,-1.79552,-1.04865
-105.061,-103.313,-1.80315,-1.05766
-105.061,-103.662,-1.80925,-1.06671
-105.061,-103.942,-1.81413,-1.07578
-107.5,-104.654,-1.82655,-1.08491
-107.5,-105.223,-1.83649,-1.09409
-107.5,-105.678,-1.84444,-1.10332
-107.5,-106.043,-1.85079,-1.11257
-110.305,-106.895,-1.86567,-1.1219
-110.305,-107.577,-1.87757,-1.13129
-110.305,-108.123,-1.8871,-1.14072
-110.305,-108.559,-1.89471,-1.1502
-109.695,-108.786,-1.89868,-1.15969
-109.695,-108.968,-1.90185,-1.1692
-109.695,-109.113,-1.90439,-1.17872
-109.695,-109.23,-1.90642,-1.18825
-108.293,-109.042,-1.90315,-1.19777
-108.293,-108.892,-1.90053,-1.20727
-108.293,-108.772,-1.89844,-1.21676
-106.829,-108.384,-1.89165,-1.22622
-106.585,-108.024,-1.88538,-1.23565
-106.585,-107.736,-1.88035,-1.24505
-106.585,-107.506,-1.87634,-1.25443
-106.098,-107.224,-1.87142,-1.26379
-106.098,-106.999,-1.86749,-1.27313
-106.098,-106.819,-1.86434,-1.28245
-106.524,-106.76,-1.86331,-1.29176
-106.524,-106.713,-1.86249,-1.30108
-106.524,-106.675,-1.86183,-1.31039
-107.561,-106.852,-1.86492,-1.31971
-107.561,-106.994,-1.8674,-1.32905
-107.561,-107.107,-1.86938,-1.33839
-108.415,-107.369,-1.87394,-1.34776
-108.415,-107.578,-1.87759,-1.35715
-108.415,-107.745,-1.88051,-1.36656
-109.512,-108.099,-1.88668,-1.37599
-109.512,-108.381,-1.89161,-1.38545
-109.512,-108.608,-1.89556,-1.39492
-114.329,-109.752,-1.91553,-1.4045
-116.707,-111.143,-1.93981,-1.4142
-116.707,-112.256,-1.95923,-1.424
-116.707,-113.146,-1.97477,-1.43387
-120.915,-114.7,-2.00189,-1.44388
-120.915,-115.943,-2.02358,-1.454
-120.915,-116.937,-2.04094,-1.4642
-124.146,-118.379,-2.0661,-1.47453
-124.146,-119.532,-2.08624,-1.48496
-124.146,-120.455,-2.10234,-1.49548
-126.524,-121.669,-2.12353,-1.50609
-126.524,-122.64,-2.14047,-1.5168
-126.524,-123.417,-2.15403,-1.52757
-127.256,-124.185,-2.16743,-1.5384
-127.256,-124.799,-2.17815,-1.54929
-127.256,-125.29,-2.18673,-1.56023
-126.037,-125.44,-2.18934,-1.57117
-126.037,-125.559,-2.19142,-1.58213
-126.037,-125.655,-2.19309,-1.5931
-123.841,-125.292,-2.18676,-1.60403
-123.841,-125.002,-2.18169,-1.61494
-123.841,-124.77,-2.17764,-1.62583
-118.841,-123.584,-2.15695,-1.63661
-118.841,-122.636,-2.14039,-1.64731
-118.841,-121.877,-2.12715,-1.65795
-113.963,-120.294,-2.09953,-1.66845
-112.927,-118.821,-2.07381,-1.67882
-112.927,-117.642,-2.05324,-1.68908
-112.927,-116.699,-2.03678,-1.69927
-111.402,-115.64,-2.01829,-1.70936
-111.402,-114.792,-2.0035,-1.71938
-111.402,-114.114,-1.99167,-1.72933
-111.707,-113.633,-1.98327,-1.73925
-111.707,-113.248,-1.97655,-1.74913
-111.707,-112.94,-1.97117,-1.75899
-112.805,-112.913,-1.9707,-1.76884
-112.805,-112.891,-1.97032,-1.77869
-112.805,-112.874,-1.97002,-1.78854
-115.122,-113.323,-1.97787,-1.79843
-115.122,-113.683,-1.98415,-1.80835
-115.122,-113.971,-1.98917,-1.8183
-114.756,-114.128,-1.99191,-1.82826
-114.756,-114.254,-1.9941,-1.83823
-117.622,-114.927,-2.00586,-1.84826
-117.622,-115.466,-2.01527,-1.85834
-117.622,-115.897,-2.02279,-1.86845
-117.622,-116.242,-2.02881,-1.87859
-117.805,-116.555,-2.03426,-1.88877
-117.5,-116.744,-2.03756,-1.89895
-117.5,-116.895,-2.0402,-1.90915
-117.5,-117.016,-2.04232,-1.91937
-122.012,-118.015,-2.05976,-1.92966
-122.012,-118.815,-2.07371,-1.94003
-122.012,-119.454,-2.08487,-1.95046
-118.902,-119.344,-2.08294,-1.96087
-118.902,-119.256,-2.0814,-1.97128
-118.902,-119.185,-2.08017,-1.98168
-120.183,-119.385,-2.08365,-1.9921
-120.183,-119.544,-2.08644,-2.00253
-120.183,-119.672,-2.08867,-2.01297
-121.89,-120.116,-2.09641,-2.02346
-121.89,-120.471,-2.10261,-2.03397
-120.427,-120.462,-2.10245,-2.04448
-120.427,-120.455,-2.10233,-2.05499
-119.939,-120.352,-2.10053,-2.0655
-119.939,-120.269,-2.09909,-2.07599
-119.939,-120.203,-2.09794,-2.08648
-119.634,-120.089,-2.09595,-2.09696
-119.634,-119.998,-2.09437,-2.10743
